KIS_ID,Chromosome,Start_position,End_position,UMAG_ID,Description,Gene_type,Prot_ID,ProteinNames,GeneNames,ProteinLength,Gene_Ontology_biological_process,,,,,,,,,
KIS67364,USMA_521_v2_14,540909,541874,UMAG_04466,hypothetical protein,Hypothetical,11993,NAD(P)-binding protein,UMAG_04466,321,,,,,,,,,,
KIS67365,USMA_521_v2_14,542313,542921,UMAG_10540,hypothetical protein,Hypothetical,11994,Pyrid_ox_like domain-containing protein,UMAG_10540,202,,,,,,,,,,
KIS67366,USMA_521_v2_14,545569,548646,UMAG_04468,hypothetical protein,Hypothetical,11995,GIT domain-containing protein,UMAG_04468,1025,,,,,,,,,,
KIS67367,USMA_521_v2_14,550122,553067,UMAG_10541,hypothetical protein,Hypothetical,11996,C2H2-type domain-containing protein,UMAG_10541,981,,,,,,,,,,
KIS67368,USMA_521_v2_14,553718,555817,UMAG_04470,putative 1,4-alpha-glucan branching enzyme,Putative,11997,1,4-alpha-glucan-branching enzyme (EC 2.4.1.18) (Glycogen-branching enzyme),UMAG_04470,699,carbohydrate metabolic process [GO:0005975]; glycogen biosynthetic process [GO:0005978],,,,,,,
KIS67369,USMA_521_v2_14,557473,558006,UMAG_04471,hypothetical protein,Hypothetical,11998,Transmembrane protein,UMAG_04471,177,,,,,,,,,,
KIS67370,USMA_521_v2_14,558510,559754,UMAG_04472,hypothetical protein,Hypothetical,11999,G-patch domain-containing protein,UMAG_04472,414,regulation of ribosome biogenesis [GO:0090069],,,,,,,,,
KIS67371,USMA_521_v2_14,560349,564356,UMAG_04473,hypothetical protein,Hypothetical,12000,RWD domain-containing protein,UMAG_04473,1335,cellular response to amino acid starvation [GO:0034198]; positive regulation of TORC1 signaling [GO:1904263],,,,,,,,,
KIS67372,USMA_521_v2_14,568514,569578,UMAG_04474,guanine nucleotide-binding protein subunit alpha-3,Annotated,12001,Guanine nucleotide-binding protein alpha-3 subunit,GPA3,UMAG_04474,354,adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; response to pheromone [GO:0019236],,,,,,,,
KIS67373,USMA_521_v2_14,571991,574570,UMAG_04475,hypothetical protein,Hypothetical,12002,Protein kinase domain-containing protein,UMAG_04475,859,,,,,,,,,,
KIS67374,USMA_521_v2_14,575161,576102,UMAG_11977,hypothetical protein,Hypothetical,12003,Mitochondrial carrier,UMAG_11977,313,mitochondrial L-ornithine transmembrane transport [GO:1990575],,,,,,,,,
KIS67375,USMA_521_v2_14,576225,582955,UMAG_04477,hypothetical protein,Hypothetical,12004,DH domain-containing protein,UMAG_04477,2184,intracellular signal transduction [GO:0035556],,,,,,,,,
KIS67376,USMA_521_v2_14,585806,587509,UMAG_04478,putative myo-inositol transporter,Putative,12005,Putative myo-inositol transporter,UMAG_04478,567,transmembrane transport [GO:0055085],,,,,,,,,
KIS67377,USMA_521_v2_14,587852,589546,UMAG_04479,hypothetical protein,Hypothetical,12006,Acetyl-CoA synthetase-like protein,UMAG_04479,564,secondary metabolic process [GO:0019748],,,,,,,,,
KIS67378,USMA_521_v2_14,590324,591340,UMAG_04480,hypothetical protein,Hypothetical,12007,PKS_ER domain-containing protein,UMAG_04480,338,,,,,,,,,,
KIS67379,USMA_521_v2_14,592959,594050,UMAG_04481,hypothetical protein,Hypothetical,12008,PKS_ER domain-containing protein,UMAG_04481,363,alcohol metabolic process [GO:0006066],,,,,,,,,
KIS67380,USMA_521_v2_14,597188,598570,UMAG_04482,hypothetical protein,Hypothetical,12009,AB hydrolase-1 domain-containing protein,UMAG_04482,460,,,,,,,,,,
KIS67381,USMA_521_v2_14,599363,600385,UMAG_11978,hypothetical protein,Hypothetical,12010,FAR-17a/AIG1-like protein,UMAG_11978,245,,,,,,,,,,
KIS67382,USMA_521_v2_14,601220,603115,UMAG_04484,putative choline-sulfatase,Putative,12011,Putative choline-sulfatase,UMAG_04484,631,,,,,,,,,,
KIS67383,USMA_521_v2_14,603335,604429,UMAG_04485,hypothetical protein,Hypothetical,12012,Metallo-dependent hydrolase,UMAG_04485,364,,,,,,,,,,
KIS67384,USMA_521_v2_14,605233,609089,UMAG_04486,hypothetical protein,Hypothetical,12013,C2H2-type domain-containing protein,UMAG_04486,1175,fatty acid metabolic process [GO:0006631],,,,,,,,,
KIS67385,USMA_521_v2_14,609870,611467,UMAG_11979,hypothetical protein,Hypothetical,12014,Protein kinase domain-containing protein,UMAG_11979,505,,,,,,,,,,
KIS65652,USMA_521_v2_23,8012,10923,UMAG_06356,hypothetical protein,Hypothetical,13450,P-loop containing nucleoside triphosphate hydrolase protein,UMAG_06356,957,,,,,,,,,,
KIS65653,USMA_521_v2_23,12678,13204,UMAG_06357,hypothetical protein,Hypothetical,13451,Secreted protein,UMAG_06357,50,,,,,,,,,,
KIS65654,USMA_521_v2_23,13734,14497,UMAG_10993,hypothetical protein,Hypothetical,13452,Mitochondrial intermembrane space import and assembly protein 40,UMAG_10993,208,intermembrane lipid transfer [GO:0120009]; phospholipid translocation [GO:0045332],,,,,,,,,
KIS65655,USMA_521_v2_23,15405,18008,UMAG_06358,hypothetical protein,Hypothetical,13453,Arrestin_N domain-containing protein,UMAG_06358,867,,,,,,,,,,
KIS65656,USMA_521_v2_23,18219,19181,UMAG_06359,hypothetical protein,Hypothetical,13454,Conserved serine-rich protein,UMAG_06359,287,,,,,,,,,,
KIS65657,USMA_521_v2_23,20149,20631,UMAG_06360,putative RNA binding protein SNU13,Putative,13455,13 kDa ribonucleoprotein-associated protein,SNU13,UMAG_06360,126,maturation of LSU-rRNA [GO:0000470]; maturation of SSU-rRNA [GO:0030490]; mRNA splicing, via spliceosome [GO:0000398],,,,,,,
KIS65658,USMA_521_v2_23,20887,25412,UMAG_12336,hypothetical protein,Hypothetical,13456,DNA_MISMATCH_REPAIR_2 domain-containing protein,UMAG_12336,1070,mismatch repair [GO:0006298]; reciprocal meiotic recombination [GO:0007131],,,,,,,,,
KIS65659,USMA_521_v2_23,25694,27034,UMAG_06362,hypothetical protein,Hypothetical,13457,WD_REPEATS_REGION domain-containing protein,UMAG_06362,446,,,,,,,,,,
KIS65660,USMA_521_v2_23,28481,31453,UMAG_06363,hypothetical protein,Hypothetical,13458,Serine/threonine-protein kinase ATG1 (EC 2.7.11.1) (Autophagy-related protein 1),ATG1,UMAG_06363,990,autophagosome assembly [GO:0000045]; autophagy of mitochondrion [GO:0000422]; late nucleophagy [GO:0044805]; peptidyl-serine phosphorylation [GO:0018105]; piecemeal microautophagy of the nucleus [GO:0034727]; protein transport [GO:0015031]; response to starvation [GO:0042594]; reticulophagy [GO:0061709],,,,,,,,
KIS65661,USMA_521_v2_23,31684,33467,UMAG_12337,hypothetical protein,Hypothetical,13459,Acyl-coenzyme A thioesterase 9, mitochondrial,UMAG_12337,492,acyl-CoA metabolic process [GO:0006637],,,,,,,,
KIS65662,USMA_521_v2_23,34527,37683,UMAG_06365,hypothetical protein,Hypothetical,10073,Conserved hypotheical protein,UMAG_06365,860,,,,,,,,,,
KIS65662,USMA_521_v2_23,34527,37683,UMAG_06365,hypothetical protein,Hypothetical,13460,Conserved hypotheical protein,UMAG_06365,860,,,,,,,,,,
KIS65663,USMA_521_v2_23,38104,40206,UMAG_06366,hypothetical protein,Hypothetical,13461,RING-type domain-containing protein,UMAG_06366,700,ubiquitin-dependent protein catabolic process [GO:0006511],,,,,,,,,
KIS65664,USMA_521_v2_23,41579,44557,UMAG_06367,hypothetical protein,Hypothetical,13462,Mediator of RNA polymerase II transcription subunit 13,UMAG_06367,992,,,,,,,,,,
KIS65665,USMA_521_v2_23,45497,46862,UMAG_06368,putative ribonucleotide-diphosphate reductase subunit RNR2,Putative,13463,Putative ribonucleotide-diphosphate reductase subunit RNR2,UMAG_06368,424,CDP metabolic process [GO:0046704]; dCDP biosynthetic process [GO:0006240],,,,,,,,,
KIS65666,USMA_521_v2_23,49407,50704,UMAG_10996,hypothetical protein,Hypothetical,13464,Hydrolase_4 domain-containing protein,UMAG_10996,402,,,,,,,,,,
KIS65667,USMA_521_v2_23,50837,52046,UMAG_06370,hypothetical protein,Hypothetical,13465,Aldolase_II domain-containing protein,UMAG_06370,375,,,,,,,,,,
KIS65668,USMA_521_v2_23,52701,54149,UMAG_06371,hypothetical protein,Hypothetical,13466,DUF3533 domain-containing protein,UMAG_06371,482,,,,,,,,,,
KIS65669,USMA_521_v2_23,55396,57840,UMAG_06372,hypothetical protein,Hypothetical,13467,Aa_trans domain-containing protein,UMAG_06372,814,amino acid transmembrane transport [GO:0003333],,,,,,,,,
KIS65670,USMA_521_v2_23,58606,59016,UMAG_10997,hypothetical protein,Hypothetical,13468,Polyprotein,UMAG_10997,136,,,,,,,,,,
KIS65671,USMA_521_v2_23,59448,60137,UMAG_10998,hypothetical protein,Hypothetical,13469,Uncharacterized protein,UMAG_10998,229,,,,,,,,,,
KIS65672,USMA_521_v2_23,60367,61461,UMAG_06374,hypothetical protein,Hypothetical,13470,3Beta_HSD domain-containing protein,UMAG_06374,364,steroid biosynthetic process [GO:0006694],,,,,,,,,
KIS65673,USMA_521_v2_23,62045,63034,UMAG_10999,hypothetical protein,Hypothetical,13471,PRK domain-containing protein,UMAG_10999,301,NAD biosynthesis via nicotinamide riboside salvage pathway [GO:0034356],,,,,,,,,
KIS65674,USMA_521_v2_23,63922,64807,UMAG_06376,putative Arf family GTPase SAR1,Putative,13472,Small COPII coat GTPase SAR1 (EC 3.6.5.-),SAR1,UMAG_06376,189,endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; membrane organization [GO:0061024]; positive regulation of protein exit from endoplasmic reticulum [GO:0070863]; regulation of COPII vesicle coating [GO:0003400]; vesicle organization [GO:0016050],,,,,,,,
KIS65675,USMA_521_v2_23,65429,66271,UMAG_06377,hypothetical protein,Hypothetical,13473,Related to translation initiation factor eIF-4E,UMAG_06377,280,nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; positive regulation of formation of translation preinitiation complex [GO:1901195]; regulation of cell cycle [GO:0051726],,,,,,,,
KIS65676,USMA_521_v2_23,67171,69240,UMAG_06378,hypothetical protein,Hypothetical,13474,Transcription initiation factor TFIID subunit 8,UMAG_06378,689,transcription initiation at RNA polymerase II promoter [GO:0006367],,,,,,,,,
KIS65677,USMA_521_v2_23,69994,70452,UMAG_11000,hypothetical protein,Hypothetical,13475,Rhodanese domain-containing protein,UMAG_11000,152,,,,,,,,,,
KIS65678,USMA_521_v2_23,70592,71641,UMAG_11001,hypothetical protein,Hypothetical,13476,Enoyl-CoA hydratase,UMAG_11001,349,,,,,,,,,,
KIS65679,USMA_521_v2_23,72374,72658,UMAG_11002,hypothetical protein,Hypothetical,13477,PcF domain-containing protein,UMAG_11002,94,,,,,,,,,,
KIS65680,USMA_521_v2_23,74097,78128,UMAG_06381,hypothetical protein,Hypothetical,13478,Protein kinase domain-containing protein,UMAG_06381,1343,,,,,,,,,,
KIS65681,USMA_521_v2_23,79510,80175,UMAG_12338,hypothetical protein,Hypothetical,13479,SDR family oxidoreductase,UMAG_12338,150,,,,,,,,,,
KIS65682,USMA_521_v2_23,80927,84910,UMAG_06383,hypothetical protein,Hypothetical,13480,Mitogen-activated protein kinase (EC 2.7.11.24),UMAG_06383,1327,intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]; tRNA wobble uridine modification [GO:0002098],,,,,,,,,
KIS65683,USMA_521_v2_23,86557,87047,UMAG_06384,hypothetical protein,Hypothetical,13481,Uncharacterized protein,UMAG_06384,128,,,,,,,,,,
KIS65684,USMA_521_v2_23,89904,91691,UMAG_06385,hypothetical protein,Hypothetical,13482,BZIP domain-containing protein,UMAG_06385,595,mitochondrial tRNA 3'-trailer cleavage, endonucleolytic [GO:0072684],,,,,,,,
KIS65685,USMA_521_v2_23,93691,95568,UMAG_06386,putative branch point bridging protein,Putative,13483,Branchpoint-bridging protein,BBP,UMAG_06386,625,mRNA splicing, via spliceosome [GO:0000398]; regulation of mRNA splicing, via spliceosome [GO:0048024],,,,,,
KIS65686,USMA_521_v2_23,95796,96718,UMAG_06387,hypothetical protein,Hypothetical,13484,Transcription initiation factor TFIID subunit 9,UMAG_06387,273,histone H3 acetylation [GO:0043966]; RNA polymerase II preinitiation complex assembly [GO:0051123],,,,,,,,,
KIS65687,USMA_521_v2_23,97737,98126,UMAG_06388,hypothetical protein,Hypothetical,13485,Glucocorticoid receptor-like (DNA-binding domain),UMAG_06388,103,translation [GO:0006412],,,,,,,,,
KIS65688,USMA_521_v2_23,98691,99815,UMAG_06389,hypothetical protein,Hypothetical,13486,Proteophosphoglycan ppg4,UMAG_06389,374,spliceosomal snRNP assembly [GO:0000387],,,,,,,,,
KIS65689,USMA_521_v2_23,101331,101780,UMAG_06390,hypothetical protein,Hypothetical,13487,Uncharacterized protein,UMAG_06390,149,,,,,,,,,,
KIS65690,USMA_521_v2_23,102030,103979,UMAG_06391,hypothetical protein,Hypothetical,13488,MFS domain-containing protein,UMAG_06391,649,transmembrane transport [GO:0055085],,,,,,,,,
KIS65691,USMA_521_v2_23,104212,106083,UMAG_11005,hypothetical protein,Hypothetical,13489,Cytochrome c oxidase assembly protein COX15,UMAG_11005,623,heme A biosynthetic process [GO:0006784],,,,,,,,,
KIS65692,USMA_521_v2_23,108531,109049,UMAG_06393,hypothetical protein,Hypothetical,13490,Protein YOP1,YOP1,UMAG_06393,172,,,,,,,,,
KIS65693,USMA_521_v2_23,109893,110764,UMAG_06394,hypothetical protein,Hypothetical,13491,Related to 50S ribosomal protein L19,UMAG_06394,258,translation [GO:0006412],,,,,,,,,
KIS65694,USMA_521_v2_23,111495,113702,UMAG_06395,hypothetical protein,Hypothetical,13492,General negative regulator of transcription subunit,UMAG_06395,735,nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; regulation of DNA-templated transcription [GO:0006355],,,,,,,,,
KIS65695,USMA_521_v2_23,115998,118553,UMAG_06396,hypothetical protein,Hypothetical,13493,DH domain-containing protein,UMAG_06396,851,,,,,,,,,,
KIS65696,USMA_521_v2_23,119478,120524,UMAG_06397,hypothetical protein,Hypothetical,13494,Pre-mRNA-splicing factor CWC21,CWC21,UMAG_06397,348,mRNA processing [GO:0006397]; RNA splicing [GO:0008380],,,,,,,,
KIS65697,USMA_521_v2_23,120602,123028,UMAG_06398,hypothetical protein,Hypothetical,13495,C2 domain-containing protein,UMAG_06398,808,,,,,,,,,,
KIS65698,USMA_521_v2_23,123862,124908,UMAG_06399,hypothetical protein,Hypothetical,13496,WLM domain-containing protein,UMAG_06399,348,,,,,,,,,,
KIS65699,USMA_521_v2_23,126566,127954,UMAG_06400,hypothetical protein,Hypothetical,13497,Acyl-CoA dehydrogenase,UMAG_06400,462,fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539],,,,,,,,,
KIS65700,USMA_521_v2_23,128721,130526,UMAG_06401,hypothetical protein,Hypothetical,13498,Related to SSU1-plasma membrane sulfite pump,UMAG_06401,601,sulfite transport [GO:0000316],,,,,,,,,
KIS65701,USMA_521_v2_23,131440,133980,UMAG_06402,putative mini-chromosome maintenance complex protein 7,Putative,13499,DNA replication licensing factor MCM7 (EC 3.6.4.12),MCM7,UMAG_06402,846,cell cycle [GO:0007049]; DNA replication initiation [GO:0006270]; DNA strand elongation involved in DNA replication [GO:0006271]; DNA unwinding involved in DNA replication [GO:0006268]; double-strand break repair via break-induced replication [GO:0000727],,,,,,,,
KIS65702,USMA_521_v2_23,134807,136882,UMAG_11007,hypothetical protein,Hypothetical,13500,Ras-domain-containing protein,UMAG_11007,691,intracellular protein transport [GO:0006886],,,,,,,,,
KIS65703,USMA_521_v2_23,139718,140056,UMAG_11237,hypothetical protein,Hypothetical,13501,Transposase,UMAG_11237,112,,,,,,,,,,
KIS65704,USMA_521_v2_23,140826,141572,UMAG_06404,putative thioredoxin peroxidase,Putative,13502,Putative thioredoxin peroxidase,UMAG_06404,221,cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599],,,,,,,,,
KIS65705,USMA_521_v2_23,141784,142512,UMAG_06405,hypothetical protein,Hypothetical,13503,AMMECR1 domain-containing protein,UMAG_06405,242,,,,,,,,,,
KIS65706,USMA_521_v2_23,143777,144467,UMAG_06406,hypothetical protein,Hypothetical,13504,TspO/MBR-related protein,UMAG_06406,190,,,,,,,,,,
KIS65707,USMA_521_v2_23,144713,147481,UMAG_06407,putative actin cytoskeleton organization and biogenesis-related protein,Putative,13505,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.24),UMAG_06407,922,inositol metabolic process [GO:0006020]; inositol phosphate biosynthetic process [GO:0032958]; mitotic spindle assembly [GO:0090307]; phosphorylation [GO:0016310]; regulation of bipolar cell growth [GO:0051516]; regulation of mitotic spindle elongation (spindle phase three) [GO:0110162],,,,,,,,,
KIS65708,USMA_521_v2_23,148537,150309,UMAG_06408,hypothetical protein,Hypothetical,13506,Related to IVY1-phospholipid-binding protein,UMAG_06408,590,vacuole fusion, non-autophagic [GO:0042144],,,,,,,,
KIS65709,USMA_521_v2_23,151716,152087,UMAG_11238,hypothetical protein,Hypothetical,13507,SBDS domain-containing protein,UMAG_11238,123,,,,,,,,,,
KIS65710,USMA_521_v2_23,152436,154826,UMAG_06410,hypothetical protein,Hypothetical,13508,SNF5-domain-containing protein,UMAG_06410,796,chromatin remodeling [GO:0006338]; regulation of transcription by RNA polymerase II [GO:0006357],,,,,,,,,
KIS65711,USMA_521_v2_23,155345,157684,UMAG_06411,hypothetical protein,Hypothetical,13509,AA_TRNA_LIGASE_II domain-containing protein,UMAG_06411,779,aspartyl-tRNA aminoacylation [GO:0006422],,,,,,,,,
KIS65712,USMA_521_v2_23,157892,161005,UMAG_06412,hypothetical protein,Hypothetical,13510,PHD-type domain-containing protein,UMAG_06412,1037,,,,,,,,,,
KIS65713,USMA_521_v2_23,162320,163222,UMAG_06413,hypothetical protein,Hypothetical,13511,Uncharacterized protein,UMAG_06413,300,,,,,,,,,,
KIS65714,USMA_521_v2_23,163726,170091,UMAG_06414,hypothetical protein,Hypothetical,13512,Related to Polyketide synthase,UMAG_06414,2121,fatty acid biosynthetic process [GO:0006633]; secondary metabolite biosynthetic process [GO:0044550],,,,,,,,,
KIS65715,USMA_521_v2_23,170687,174733,UMAG_11239,hypothetical protein,Hypothetical,13513,Zn(2)-C6 fungal-type domain-containing protein,UMAG_11239,1348,,,,,,,,,,
KIS65716,USMA_521_v2_23,177963,179900,UMAG_06416,hypothetical protein,Hypothetical,13514,Nucleoporin protein Ndc1-Nup,UMAG_06416,645,mRNA transport [GO:0051028]; nuclear pore organization [GO:0006999]; protein transport [GO:0015031]; spindle pole body localization [GO:0070631],,,,,,,,,
KIS65717,USMA_521_v2_23,180491,181408,UMAG_06417,hypothetical protein,Hypothetical,13515,Sod_Fe_C domain-containing protein,UMAG_06417,305,,,,,,,,,,
KIS65718,USMA_521_v2_23,181683,187710,UMAG_06418,hypothetical protein,Hypothetical,13516,Polyketide synthase,UMAG_06418,1971,fatty acid biosynthetic process [GO:0006633]; secondary metabolite biosynthetic process [GO:0044550],,,,,,,,,
KIS65719,USMA_521_v2_23,189063,190098,UMAG_06419,hypothetical protein,Hypothetical,13517,FSH1 domain-containing protein,UMAG_06419,318,,,,,,,,,,
KIS65720,USMA_521_v2_23,192342,195071,UMAG_06420,hypothetical protein,Hypothetical,13518,Golgi apparatus membrane protein TVP38 (Golgi apparatus membrane protein tvp38),UMAG_06420,909,mitotic spindle elongation [GO:0000022]; vesicle-mediated transport [GO:0016192],,,,,,,,,
KIS65721,USMA_521_v2_23,195703,197827,UMAG_06421,hypothetical protein,Hypothetical,13519,cobW domain-containing protein,UMAG_06421,605,nitrogen compound metabolic process [GO:0006807],,,,,,,,,
